cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,isosmiles,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
162678183,"US11053219, Example 9","US11053219, Example 9|BDBM515640",481.500,C22H27N9O4,140.000,731.000,0.600,35,2,9,9,"InChI=1S/C22H27N9O4/c1-23-21(32)18-16(12-17(26-27-18)31-9-8-30(22(31)33)10-11-34-3)25-15-7-5-6-14(19(15)35-4)20-24-13-29(2)28-20/h5-7,12-13H,8-11H2,1-4H3,(H,23,32)(H,25,26)",CNC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)N4CCN(C4=O)CCOC,KGMODVGXNCQUKB-UHFFFAOYSA-N,"6-[3-(2-methoxyethyl)-2-oxoimidazolidin-1-yl]-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-methylpyridazine-3-carboxamide",NULL,Patents,1,NULL,20220322,BindingDB,Curation Efforts|Research and Development,NULL
162678181,"US11053219, Example 7","US11053219, Example 7|BDBM515638",450.500,C22H26N8O3,127.000,722.000,2.000,33,2,8,6,"InChI=1S/C22H26N8O3/c1-22(2)9-10-30(21(22)32)16-11-15(17(27-26-16)20(31)23-3)25-14-8-6-7-13(18(14)33-5)19-24-12-29(4)28-19/h6-8,11-12H,9-10H2,1-5H3,(H,23,31)(H,25,26)",CC1(CCN(C1=O)C2=NN=C(C(=C2)NC3=CC=CC(=C3OC)C4=NN(C=N4)C)C(=O)NC)C,NNKBTDNJKXKSEC-UHFFFAOYSA-N,"6-(3,3-dimethyl-2-oxopyrrolidin-1-yl)-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-methylpyridazine-3-carboxamide",NULL,Patents,1,NULL,20220322,BindingDB,Curation Efforts|Research and Development,NULL
162678180,"US11053219, Example 5","US11053219, Example 5|BDBM515636",463.500,C22H25N9O3,130.000,753.000,1.300,34,2,8,7,"InChI=1S/C22H25N9O3/c1-23-21(32)18-16(11-17(26-27-18)31-10-9-30(22(31)33)13-7-8-13)25-15-6-4-5-14(19(15)34-3)20-24-12-29(2)28-20/h4-6,11-13H,7-10H2,1-3H3,(H,23,32)(H,25,26)",CNC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)N4CCN(C4=O)C5CC5,RVQZQYCQPQETGA-UHFFFAOYSA-N,"6-(3-cyclopropyl-2-oxoimidazolidin-1-yl)-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-methylpyridazine-3-carboxamide",NULL,Patents,1,NULL,20220322,BindingDB,Curation Efforts|Research and Development,NULL
162678179,"US11053219, Example 4","US11053219, Example 4|BDBM515635",448.500,C22H24N8O3,127.000,749.000,1.400,33,2,8,6,"InChI=1S/C22H24N8O3/c1-23-20(31)17-15(11-16(26-27-17)30-10-9-22(7-8-22)21(30)32)25-14-6-4-5-13(18(14)33-3)19-24-12-29(2)28-19/h4-6,11-12H,7-10H2,1-3H3,(H,23,31)(H,25,26)",CNC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)N4CCC5(C4=O)CC5,CJPLEARATPNAFC-UHFFFAOYSA-N,"4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-methyl-6-(4-oxo-5-azaspiro[2.4]heptan-5-yl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20220322,BindingDB,Curation Efforts|Research and Development,NULL
162678178,"US11053219, Example 2","US11053219, Example 2|BDBM515633",437.500,C20H23N9O3,130.000,683.000,0.700,32,2,8,6,"InChI=1S/C20H23N9O3/c1-21-19(30)16-14(10-15(24-25-16)29-9-8-27(2)20(29)31)23-13-7-5-6-12(17(13)32-4)18-22-11-28(3)26-18/h5-7,10-11H,8-9H2,1-4H3,(H,21,30)(H,23,24)",CNC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)N4CCN(C4=O)C,FAGCKXVYCOEVQP-UHFFFAOYSA-N,"4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-methyl-6-(3-methyl-2-oxoimidazolidin-1-yl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20220322,BindingDB,Curation Efforts|Research and Development,NULL
162678177,"US11053219, Example 1","US11053219, Example 1|BDBM515632",423.400,C19H21N9O3,139.000,653.000,0.600,31,3,8,6,"InChI=1S/C19H21N9O3/c1-20-18(29)15-13(9-14(24-25-15)28-8-7-21-19(28)30)23-12-6-4-5-11(16(12)31-3)17-22-10-27(2)26-17/h4-6,9-10H,7-8H2,1-3H3,(H,20,29)(H,21,30)(H,23,24)",CNC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)N4CCNC4=O,CIDPFQCVBPOHMJ-UHFFFAOYSA-N,"4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-methyl-6-(2-oxoimidazolidin-1-yl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20220322,BindingDB,Curation Efforts|Research and Development,NULL
162677537,6-(cyclopropanecarbonylamino)-4-[3-(5-fluoropyrimidin-2-yl)-2-methoxyanilino]-N-methylpyridazine-3-carboxamide,CHEMBL4803509,437.400,C21H20FN7O3,131.000,659.000,1.500,32,3,9,7,"InChI=1S/C21H20FN7O3/c1-23-21(31)17-15(8-16(28-29-17)27-20(30)11-6-7-11)26-14-5-3-4-13(18(14)32-2)19-24-9-12(22)10-25-19/h3-5,8-11H,6-7H2,1-2H3,(H,23,31)(H2,26,27,28,30)",CNC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NC=C(C=N3)F)NC(=O)C4CC4,PABKOKOIKWQTCC-UHFFFAOYSA-N,6-(cyclopropanecarbonylamino)-4-[3-(5-fluoropyrimidin-2-yl)-2-methoxyanilino]-N-methylpyridazine-3-carboxamide,NULL,Classification,1,NULL,20220315,ChEMBL,Curation Efforts|Research and Development,NULL
162677535,6-(cyclopropanecarbonylamino)-4-[3-[5-(dimethylcarbamoyl)pyrimidin-2-yl]-5-fluoro-2-methoxyanilino]-N-methylpyridazine-3-carboxamide,CHEMBL4803819,508.500,C24H25FN8O4,151.000,823.000,1.000,37,3,10,8,"InChI=1S/C24H25FN8O4/c1-26-23(35)19-16(9-18(31-32-19)30-22(34)12-5-6-12)29-17-8-14(25)7-15(20(17)37-4)21-27-10-13(11-28-21)24(36)33(2)3/h7-12H,5-6H2,1-4H3,(H,26,35)(H2,29,30,31,34)",CNC(=O)C1=NN=C(C=C1NC2=CC(=CC(=C2OC)C3=NC=C(C=N3)C(=O)N(C)C)F)NC(=O)C4CC4,FWRUAGWEKWPRAU-UHFFFAOYSA-N,6-(cyclopropanecarbonylamino)-4-[3-[5-(dimethylcarbamoyl)pyrimidin-2-yl]-5-fluoro-2-methoxyanilino]-N-methylpyridazine-3-carboxamide,NULL,Classification,1,NULL,20220315,ChEMBL,Curation Efforts|Research and Development,NULL
162677518,"6-(cyclopropanecarbonylamino)-4-[2-methoxy-3-[5-(1,1,1-trifluoro-2-hydroxypropan-2-yl)pyrimidin-2-yl]anilino]-N-methylpyridazine-3-carboxamide",CHEMBL4802330,531.500,C24H24F3N7O4,151.000,840.000,1.900,38,4,12,8,"InChI=1S/C24H24F3N7O4/c1-23(37,24(25,26)27)13-10-29-20(30-11-13)14-5-4-6-15(19(14)38-3)31-16-9-17(32-21(35)12-7-8-12)33-34-18(16)22(36)28-2/h4-6,9-12,37H,7-8H2,1-3H3,(H,28,36)(H2,31,32,33,35)",CC(C1=CN=C(N=C1)C2=C(C(=CC=C2)NC3=CC(=NN=C3C(=O)NC)NC(=O)C4CC4)OC)(C(F)(F)F)O,CPPQJXUUHRZJSG-UHFFFAOYSA-N,"6-(cyclopropanecarbonylamino)-4-[2-methoxy-3-[5-(1,1,1-trifluoro-2-hydroxypropan-2-yl)pyrimidin-2-yl]anilino]-N-methylpyridazine-3-carboxamide",NULL,Classification,1,NULL,20220315,ChEMBL,Curation Efforts|Research and Development,NULL
162677508,6-(cyclopropanecarbonylamino)-4-[5-fluoro-3-[5-(2-hydroxypropan-2-yl)pyrimidin-2-yl]-2-methoxyanilino]-N-methylpyridazine-3-carboxamide,CHEMBL4803524,495.500,C24H26FN7O4,151.000,778.000,1.200,36,4,10,8,"InChI=1S/C24H26FN7O4/c1-24(2,35)13-10-27-21(28-11-13)15-7-14(25)8-17(20(15)36-4)29-16-9-18(30-22(33)12-5-6-12)31-32-19(16)23(34)26-3/h7-12,35H,5-6H2,1-4H3,(H,26,34)(H2,29,30,31,33)",CC(C)(C1=CN=C(N=C1)C2=C(C(=CC(=C2)F)NC3=CC(=NN=C3C(=O)NC)NC(=O)C4CC4)OC)O,WNOFBBGAGJRITM-UHFFFAOYSA-N,6-(cyclopropanecarbonylamino)-4-[5-fluoro-3-[5-(2-hydroxypropan-2-yl)pyrimidin-2-yl]-2-methoxyanilino]-N-methylpyridazine-3-carboxamide,NULL,Classification,1,NULL,20220315,ChEMBL,Curation Efforts|Research and Development,NULL
162674631,"4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-(prop-2-ynylcarbamoylamino)-N-(trideuteriomethyl)pyridazine-3-carboxamide",CHEMBL4798391,438.500,C20H21N9O3,148.000,699.000,0.700,32,4,8,7,"InChI=1S/C20H21N9O3/c1-5-9-22-20(31)25-15-10-14(16(27-26-15)19(30)21-2)24-13-8-6-7-12(17(13)32-4)18-23-11-29(3)28-18/h1,6-8,10-11H,9H2,2-4H3,(H,21,30)(H3,22,24,25,26,31)/i2D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)NC(=O)NCC#C,UBLYQCCDMBOFER-BMSJAHLVSA-N,"4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-(prop-2-ynylcarbamoylamino)-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,Biological Test Results,1,1725680,20220315,ChEMBL,Curation Efforts|Research and Development,NULL
162648767,"4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-(prop-2-enylcarbamoylamino)-N-(trideuteriomethyl)pyridazine-3-carboxamide",CHEMBL4744376,440.500,C20H23N9O3,148.000,652.000,1.200,32,4,8,8,"InChI=1S/C20H23N9O3/c1-5-9-22-20(31)25-15-10-14(16(27-26-15)19(30)21-2)24-13-8-6-7-12(17(13)32-4)18-23-11-29(3)28-18/h5-8,10-11H,1,9H2,2-4H3,(H,21,30)(H3,22,24,25,26,31)/i2D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)NC(=O)NCC=C,XPKYVPKAEYBZKW-BMSJAHLVSA-N,"4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-(prop-2-enylcarbamoylamino)-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,Biological Test Results,1,1725680,20220315,ChEMBL,Curation Efforts|Research and Development,NULL
162647964,"6-(ethylcarbamoylamino)-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",CHEMBL4745807,428.500,C19H23N9O3,148.000,610.000,1.000,31,4,8,7,"InChI=1S/C19H23N9O3/c1-5-21-19(30)24-14-9-13(15(26-25-14)18(29)20-2)23-12-8-6-7-11(16(12)31-4)17-22-10-28(3)27-17/h6-10H,5H2,1-4H3,(H,20,29)(H3,21,23,24,25,30)/i2D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)NC(=O)NCC,QFZMFKDDUVUIIJ-BMSJAHLVSA-N,"6-(ethylcarbamoylamino)-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,Biological Test Results,1,1725680,20220315,ChEMBL,Curation Efforts|Research and Development,NULL
162645481,"methyl N-[5-[3-[5-[(1,1-dioxothiazinan-2-yl)methyl]-1,2,4-oxadiazol-3-yl]-2-methoxyanilino]-6-(trideuteriomethylcarbamoyl)pyridazin-3-yl]carbamate",CHEMBL4741818,549.600,C22H26N8O7S,199.000,922.000,0.900,38,3,13,9,"InChI=1S/C22H26N8O7S/c1-23-21(31)18-15(11-16(27-28-18)25-22(32)36-3)24-14-8-6-7-13(19(14)35-2)20-26-17(37-29-20)12-30-9-4-5-10-38(30,33)34/h6-8,11H,4-5,9-10,12H2,1-3H3,(H,23,31)(H2,24,25,27,32)/i1D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NOC(=N3)CN4CCCCS4(=O)=O)NC(=O)OC,GRSIGXVSWPCIFU-FIBGUPNXSA-N,"methyl N-[5-[3-[5-[(1,1-dioxothiazinan-2-yl)methyl]-1,2,4-oxadiazol-3-yl]-2-methoxyanilino]-6-(trideuteriomethylcarbamoyl)pyridazin-3-yl]carbamate",NULL,Biological Test Results,1,1725680,20220315,ChEMBL,Curation Efforts|Research and Development,NULL
162514818,"6-[[6-(N-methoxy-C-methylcarbonimidoyl)-1H-pyridazin-2-yl]amino]-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-methylpyridazine-3-carboxamide",NULL,505.500,C23H27N11O3,156.000,869.000,3.500,37,4,12,9,"InChI=1S/C23H27N11O3/c1-14(32-37-5)16-10-7-11-34(29-16)30-19-12-18(20(28-27-19)23(35)24-2)26-17-9-6-8-15(21(17)36-4)22-25-13-33(3)31-22/h6-13,29H,1-5H3,(H,24,35)(H2,26,27,30)",CC(=NOC)C1=CC=CN(N1)NC2=NN=C(C(=C2)NC3=CC=CC(=C3OC)C4=NN(C=N4)C)C(=O)NC,VLUZJHSGZOXEGS-UHFFFAOYSA-N,"6-[[6-(N-methoxy-C-methylcarbonimidoyl)-1H-pyridazin-2-yl]amino]-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-methylpyridazine-3-carboxamide",NULL,Patents,1,NULL,20220206,PATENTSCOPE (WIPO),Governmental Organizations,NULL
162514817,"6-[[6-(N-methoxy-C-methylcarbonimidoyl)pyridin-2-yl]amino]-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-methylpyridazine-3-carboxamide",NULL,502.500,C24H26N10O3,153.000,773.000,3.000,37,3,11,9,"InChI=1S/C24H26N10O3/c1-14(33-37-5)16-9-7-11-19(28-16)29-20-12-18(21(31-30-20)24(35)25-2)27-17-10-6-8-15(22(17)36-4)23-26-13-34(3)32-23/h6-13H,1-5H3,(H,25,35)(H2,27,28,29,30)",CC(=NOC)C1=NC(=CC=C1)NC2=NN=C(C(=C2)NC3=CC=CC(=C3OC)C4=NN(C=N4)C)C(=O)NC,FOTAEZCGRLLPLA-UHFFFAOYSA-N,"6-[[6-(N-methoxy-C-methylcarbonimidoyl)pyridin-2-yl]amino]-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-methylpyridazine-3-carboxamide",NULL,Patents,1,NULL,20220206,PATENTSCOPE (WIPO),Governmental Organizations,NULL
162513520,"2-[4-[2-Methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-[methyl(oxetan-3-yl)amino]pyridazin-3-yl]-2-oxoacetamide",NULL,438.400,C20H22N8O4,150.000,680.000,0.900,32,2,10,8,"InChI=1S/C20H22N8O4/c1-27-10-22-20(26-27)12-5-4-6-13(18(12)31-3)23-14-7-15(28(2)11-8-32-9-11)24-25-16(14)17(29)19(21)30/h4-7,10-11H,8-9H2,1-3H3,(H2,21,30)(H,23,24)",CN1C=NC(=N1)C2=C(C(=CC=C2)NC3=CC(=NN=C3C(=O)C(=O)N)N(C)C4COC4)OC,HHLIAKRZTMKOCQ-UHFFFAOYSA-N,"2-[4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-6-[methyl(oxetan-3-yl)amino]pyridazin-3-yl]-2-oxoacetamide",NULL,Patents,1,NULL,20220206,PATENTSCOPE (WIPO),Governmental Organizations,NULL
162513519,"4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-methyl-6-[[2-(oxetan-3-yl)pyrazol-3-yl]amino]pyridazine-3-carboxamide",NULL,476.500,C22H24N10O3,146.000,715.000,1.400,35,3,10,8,"InChI=1S/C22H24N10O3/c1-23-22(33)19-16(9-17(28-29-19)27-18-7-8-25-32(18)13-10-35-11-13)26-15-6-4-5-14(20(15)34-3)21-24-12-31(2)30-21/h4-9,12-13H,10-11H2,1-3H3,(H,23,33)(H2,26,27,28)",CNC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)NC4=CC=NN4C5COC5,FWSAQJQBNYDDDX-UHFFFAOYSA-N,"4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-methyl-6-[[2-(oxetan-3-yl)pyrazol-3-yl]amino]pyridazine-3-carboxamide",NULL,Patents,1,NULL,20220206,PATENTSCOPE (WIPO),Governmental Organizations,NULL
162513518,"6-[[5-(3-hydroxyoxetan-3-yl)pyridin-2-yl]amino]-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-methylpyridazine-3-carboxamide",NULL,503.500,C24H25N9O4,161.000,775.000,1.000,37,4,11,8,"InChI=1S/C24H25N9O4/c1-25-23(34)20-17(28-16-6-4-5-15(21(16)36-3)22-27-13-33(2)32-22)9-19(30-31-20)29-18-8-7-14(10-26-18)24(35)11-37-12-24/h4-10,13,35H,11-12H2,1-3H3,(H,25,34)(H2,26,28,29,30)",CNC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)NC4=NC=C(C=C4)C5(COC5)O,YMSLXFKSGFJVIG-UHFFFAOYSA-N,"6-[[5-(3-hydroxyoxetan-3-yl)pyridin-2-yl]amino]-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-methylpyridazine-3-carboxamide",NULL,Patents,1,NULL,20220206,PATENTSCOPE (WIPO),Governmental Organizations,NULL
162505054,"N-[4-[3-(1-cyclopentylpyrazol-4-yl)-2-methoxyanilino]-5-oxo-6H-1,6-naphthyridin-2-yl]cyclopropanecarboxamide",NULL,484.500,C27H28N6O3,110.000,843.000,3.400,36,3,6,7,"InChI=1S/C27H28N6O3/c1-36-25-19(17-14-29-33(15-17)18-5-2-3-6-18)7-4-8-21(25)30-22-13-23(32-26(34)16-9-10-16)31-20-11-12-28-27(35)24(20)22/h4,7-8,11-16,18H,2-3,5-6,9-10H2,1H3,(H,28,35)(H2,30,31,32,34)",COC1=C(C=CC=C1NC2=CC(=NC3=C2C(=O)NC=C3)NC(=O)C4CC4)C5=CN(N=C5)C6CCCC6,YNDOVSLUGFBLGG-UHFFFAOYSA-N,"N-[4-[3-(1-cyclopentylpyrazol-4-yl)-2-methoxyanilino]-5-oxo-6H-1,6-naphthyridin-2-yl]cyclopropanecarboxamide",NULL,Patents,1,NULL,20220206,Google Patents|PATENTSCOPE (WIPO),Governmental Organizations|Research and Development,NULL
162505053,"N-[4-[2-methoxy-3-(1H-pyrazol-4-yl)anilino]-5-oxo-6H-1,6-naphthyridin-2-yl]cyclopropanecarboxamide",NULL,416.400,C22H20N6O3,121.000,713.000,2.300,31,4,6,6,"InChI=1S/C22H20N6O3/c1-31-20-14(13-10-24-25-11-13)3-2-4-16(20)26-17-9-18(28-21(29)12-5-6-12)27-15-7-8-23-22(30)19(15)17/h2-4,7-12H,5-6H2,1H3,(H,23,30)(H,24,25)(H2,26,27,28,29)",COC1=C(C=CC=C1NC2=CC(=NC3=C2C(=O)NC=C3)NC(=O)C4CC4)C5=CNN=C5,PZJCNRFGLAKZMX-UHFFFAOYSA-N,"N-[4-[2-methoxy-3-(1H-pyrazol-4-yl)anilino]-5-oxo-6H-1,6-naphthyridin-2-yl]cyclopropanecarboxamide",NULL,Patents,1,NULL,20220206,Google Patents|PATENTSCOPE (WIPO),Governmental Organizations|Research and Development,NULL
162505040,"N-[4-[3-[1-(1-amino-1-oxopropan-2-yl)pyrazol-4-yl]-2-methoxyanilino]-5-oxo-6H-1,6-naphthyridin-2-yl]cyclopropanecarboxamide",NULL,487.500,C25H25N7O4,153.000,881.000,1.700,36,4,7,8,"InChI=1S/C25H25N7O4/c1-13(23(26)33)32-12-15(11-28-32)16-4-3-5-18(22(16)36-2)29-19-10-20(31-24(34)14-6-7-14)30-17-8-9-27-25(35)21(17)19/h3-5,8-14H,6-7H2,1-2H3,(H2,26,33)(H,27,35)(H2,29,30,31,34)",CC(C(=O)N)N1C=C(C=N1)C2=C(C(=CC=C2)NC3=CC(=NC4=C3C(=O)NC=C4)NC(=O)C5CC5)OC,GBINOMAVNSKTIS-UHFFFAOYSA-N,"N-[4-[3-[1-(1-amino-1-oxopropan-2-yl)pyrazol-4-yl]-2-methoxyanilino]-5-oxo-6H-1,6-naphthyridin-2-yl]cyclopropanecarboxamide",NULL,Patents,1,NULL,20220206,Google Patents|PATENTSCOPE (WIPO),Governmental Organizations|Research and Development,NULL
162505035,"N-[4-[2-methoxy-3-[1-(oxan-4-yl)pyrazol-4-yl]anilino]-5-oxo-6H-1,6-naphthyridin-2-yl]cyclopropanecarboxamide",NULL,500.500,C27H28N6O4,119.000,862.000,2.600,37,3,7,7,"InChI=1S/C27H28N6O4/c1-36-25-19(17-14-29-33(15-17)18-8-11-37-12-9-18)3-2-4-21(25)30-22-13-23(32-26(34)16-5-6-16)31-20-7-10-28-27(35)24(20)22/h2-4,7,10,13-16,18H,5-6,8-9,11-12H2,1H3,(H,28,35)(H2,30,31,32,34)",COC1=C(C=CC=C1NC2=CC(=NC3=C2C(=O)NC=C3)NC(=O)C4CC4)C5=CN(N=C5)C6CCOCC6,MWXHBIVRQYBWBG-UHFFFAOYSA-N,"N-[4-[2-methoxy-3-[1-(oxan-4-yl)pyrazol-4-yl]anilino]-5-oxo-6H-1,6-naphthyridin-2-yl]cyclopropanecarboxamide",NULL,Patents,1,NULL,20220206,Google Patents|PATENTSCOPE (WIPO),Governmental Organizations|Research and Development,NULL
162478641,"6-[(5-isocyanopyridin-2-yl)amino]-4-[2-methoxy-3-(2-methyltetrazol-5-yl)anilino]-2-methyl-1H-pyrazolo[3,4-b]pyridin-3-one",NULL,469.500,C22H19N11O2,139.000,808.000,3.400,35,3,11,6,"InChI=1S/C22H19N11O2/c1-23-12-8-9-16(24-11-12)26-17-10-15(18-21(27-17)29-32(2)22(18)34)25-14-7-5-6-13(19(14)35-4)20-28-31-33(3)30-20/h5-11H,2-4H3,(H3,24,25,26,27,29)",CN1C(=O)C2=C(N1)N=C(C=C2NC3=CC=CC(=C3OC)C4=NN(N=N4)C)NC5=NC=C(C=C5)[N+]#[C-],YFKNSLDZTPAMDP-UHFFFAOYSA-N,"6-[(5-isocyanopyridin-2-yl)amino]-4-[2-methoxy-3-(2-methyltetrazol-5-yl)anilino]-2-methyl-1H-pyrazolo[3,4-b]pyridin-3-one",NULL,Patents,1,NULL,20220206,Google Patents|PATENTSCOPE (WIPO),Governmental Organizations|Research and Development,NULL
162478638,"N-[4-[3-(2,3-dimethyl-1H-1,2,4-triazol-2-ium-5-yl)-2-methoxyanilino]-2-methyl-3-oxo-1H-pyrazolo[3,4-b]pyridin-6-yl]cyclopropanecarboxamide",NULL,449.500,C22H25N8O3+,128.000,751.000,3.500,33,4,7,6,"InChI=1S/C22H24N8O3/c1-11-23-19(27-29(11)2)13-6-5-7-14(18(13)33-4)24-15-10-16(26-21(31)12-8-9-12)25-20-17(15)22(32)30(3)28-20/h5-7,10,12H,8-9H2,1-4H3,(H3,24,25,26,28,31,32)/p+1",CC1=[N+](NC(=N1)C2=C(C(=CC=C2)NC3=CC(=NC4=C3C(=O)N(N4)C)NC(=O)C5CC5)OC)C,HFDQYKAVPIIQFZ-UHFFFAOYSA-O,"N-[4-[3-(2,3-dimethyl-1H-1,2,4-triazol-2-ium-5-yl)-2-methoxyanilino]-2-methyl-3-oxo-1H-pyrazolo[3,4-b]pyridin-6-yl]cyclopropanecarboxamide",NULL,Patents,1,NULL,20220206,Google Patents|PATENTSCOPE (WIPO),Governmental Organizations|Research and Development,NULL
162478633,"6-[(6-isocyanopyrimidin-4-yl)amino]-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-2-methyl-1H-pyrazolo[3,4-b]pyridin-3-one",NULL,469.500,C22H19N11O2,139.000,808.000,2.900,35,3,11,6,"InChI=1S/C22H19N11O2/c1-23-15-9-16(25-10-24-15)28-17-8-14(18-21(29-17)31-33(3)22(18)34)27-13-7-5-6-12(19(13)35-4)20-26-11-32(2)30-20/h5-11H,2-4H3,(H3,24,25,27,28,29,31)",CN1C=NC(=N1)C2=C(C(=CC=C2)NC3=CC(=NC4=C3C(=O)N(N4)C)NC5=CC(=NC=N5)[N+]#[C-])OC,PZYQXXDDGMTYHY-UHFFFAOYSA-N,"6-[(6-isocyanopyrimidin-4-yl)amino]-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-2-methyl-1H-pyrazolo[3,4-b]pyridin-3-one",NULL,Patents,1,NULL,20220206,Google Patents|PATENTSCOPE (WIPO),Governmental Organizations|Research and Development,NULL
162426074,"6-[[5-(3-cyanoazetidin-1-yl)pyridin-2-yl]amino]-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,514.600,C25H25N11O2,159.000,848.000,2.000,38,3,11,8,"InChI=1S/C25H25N11O2/c1-27-25(37)22-19(30-18-6-4-5-17(23(18)38-3)24-29-14-35(2)34-24)9-21(32-33-22)31-20-8-7-16(11-28-20)36-12-15(10-26)13-36/h4-9,11,14-15H,12-13H2,1-3H3,(H,27,37)(H2,28,30,31,32)/i1D3",[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)NC4=NC=C(C=C4)N5CC(C5)C#N,ANKAUDQHCYRDCB-FIBGUPNXSA-N,"6-[[5-(3-cyanoazetidin-1-yl)pyridin-2-yl]amino]-4-[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)anilino]-N-(trideuteriomethyl)pyridazine-3-carboxamide",NULL,Patents,1,NULL,20220205,PATENTSCOPE (WIPO),Governmental Organizations,NULL
